Employee_ID,Department,Job_Level,Age,Gender,Employment_Type,Years_At_Company,Years_In_Current_Role,Num_Promotions,Last_Promotion_Years_Ago,Annual_Salary_USD,Performance_Score,Job_Satisfaction_Score,Work_Life_Balance_Score,Overtime_Hours_Monthly,Distance_From_Office_KM,Num_Trainings_Last_Year,Remote_Work_Percentage,Attrition
EMP-010256,Marketing,Senior,37,Male,Full-Time,11,4,1,4,99084,4,5,4,23,2,2,100,0
EMP-010257,Finance,Mid,29,Male,Full-Time,3,0,0,3,68725,2,3,4,25,1,4,25,0
EMP-010258,Marketing,Junior,32,Male,Full-Time,9,6,1,2,72778,4,4,1,46,8,3,50,0
EMP-010259,Customer Support,Junior,22,Female,Contract,4,2,0,1,41521,4,4,3,2,7,3,75,0
EMP-010260,Sales,Mid,31,Female,Full-Time,6,5,0,0,65552,3,4,1,5,8,1,75,0
EMP-010261,Engineering,Senior,38,Male,Full-Time,12,4,2,1,95766,5,3,4,1,23,4,50,0
EMP-010262,Engineering,Junior,56,Male,Full-Time,2,1,0,12,60856,4,4,2,6,12,0,0,1
EMP-010263,Operations,Manager,34,Female,Full-Time,6,4,1,11,143217,5,4,4,11,1,4,75,0
EMP-010264,Sales,Junior,38,Male,Full-Time,1,0,0,4,52954,2,5,3,8,7,2,0,0
EMP-010265,Sales,Mid,22,Female,Full-Time,13,5,3,0,84917,2,4,2,4,7,3,100,0
EMP-010266,Sales,Mid,37,Female,Contract,6,2,0,4,90340,4,4,1,14,8,2,50,0
EMP-010267,Engineering,Director,39,Male,Contract,9,5,1,4,152021,4,5,3,9,16,0,50,0
EMP-010268,Product,Senior,41,Male,Full-Time,5,4,0,2,90021,3,4,3,0,56,3,50,0
EMP-010269,Sales,Junior,39,Female,Full-Time,7,2,1,0,67539,5,5,4,24,6,4,0,0
EMP-010270,HR,Junior,24,Female,Full-Time,6,3,0,1,48981,3,4,2,17,4,1,0,0
EMP-010271,Operations,VP,31,Female,Full-Time,3,2,0,6,244679,3,3,3,15,56,3,100,0
EMP-010272,Marketing,Senior,37,Female,Full-Time,7,6,1,0,78655,3,4,3,6,7,4,0,0
EMP-010273,Legal,Senior,33,Female,Full-Time,3,0,0,0,120428,4,3,3,4,14,3,75,0
EMP-010274,Operations,Lead,32,Male,Full-Time,2,1,0,1,131209,3,3,4,6,2,2,75,0
EMP-010275,Engineering,Senior,22,Female,Contract,2,0,0,3,88998,3,4,4,27,47,1,0,0
EMP-010276,Customer Support,Junior,40,Male,Full-Time,4,1,0,13,56941,2,4,5,11,4,2,50,0
EMP-010277,Sales,Mid,22,Female,Part-Time,11,7,2,8,61368,3,3,3,0,30,2,25,0
EMP-010278,Marketing,Senior,41,Male,Full-Time,7,5,1,6,89487,3,2,4,7,4,0,100,0
EMP-010279,Data Science,Senior,25,Non-Binary,Full-Time,8,5,2,5,73698,3,5,4,1,12,1,75,0
EMP-010280,Sales,Mid,31,Female,Full-Time,5,4,1,6,65853,4,4,3,6,16,1,50,0
EMP-010281,Product,Lead,38,Female,Full-Time,5,3,1,0,132451,2,4,5,4,9,0,100,0
EMP-010282,Customer Support,Mid,28,Male,Full-Time,5,3,1,1,80880,4,1,3,8,4,2,100,0
EMP-010283,Operations,Mid,34,Female,Full-Time,7,5,0,0,79396,2,2,3,2,2,6,25,1
EMP-010284,Data Science,VP,36,Female,Full-Time,7,4,1,0,219071,2,3,3,1,7,2,25,0
EMP-010285,Legal,Junior,22,Female,Full-Time,11,6,1,2,59670,4,1,3,14,6,2,75,1
EMP-010286,Customer Support,Mid,56,Female,Full-Time,11,9,1,4,56609,2,3,4,19,17,1,100,0
EMP-010287,Engineering,Mid,36,Female,Contract,2,1,0,0,64924,3,5,4,1,14,2,75,0
EMP-010288,Marketing,Junior,29,Male,Full-Time,4,3,0,1,49746,4,3,4,2,1,3,25,0
EMP-010289,Sales,Senior,25,Female,Part-Time,13,6,1,0,84795,3,2,2,0,4,4,50,0
EMP-010290,Engineering,Mid,24,Male,Full-Time,6,3,0,15,80754,3,4,5,8,2,2,75,1
EMP-010291,Engineering,Mid,27,Female,Contract,4,1,0,8,62532,5,4,1,27,4,0,100,1
EMP-010292,Operations,Junior,32,Male,Full-Time,4,3,0,0,40000,4,4,3,4,3,3,50,0
EMP-010293,Customer Support,Mid,45,Male,Full-Time,7,4,1,1,81795,5,4,3,6,18,3,50,0
EMP-010294,HR,Director,29,Female,Full-Time,3,1,0,0,180576,3,3,3,3,19,0,25,0
EMP-010295,Customer Support,Manager,36,Female,Contract,15,6,4,2,125513,3,4,5,7,10,1,75,0
EMP-010296,HR,Senior,30,Male,Full-Time,5,2,1,4,108492,3,2,4,4,1,1,100,0
EMP-010297,Operations,Senior,22,Male,Full-Time,1,0,0,3,99231,3,4,4,14,10,2,50,0
EMP-010298,Operations,Mid,44,Male,Part-Time,2,1,0,0,86414,4,2,3,25,23,4,100,0
EMP-010299,Customer Support,Senior,37,Female,Full-Time,4,3,0,0,98820,3,3,3,2,11,4,75,0
EMP-010300,Sales,Junior,38,Female,Full-Time,5,3,0,3,50381,5,3,5,6,1,5,50,0
EMP-010301,Customer Support,Manager,39,Female,Full-Time,3,2,0,5,150554,4,4,1,6,16,1,50,0
EMP-010302,Finance,Junior,49,Female,Part-Time,13,11,1,1,49137,1,1,4,0,2,5,100,0
EMP-010303,Data Science,Mid,56,Male,Full-Time,12,8,0,4,66979,4,5,2,1,19,2,50,0
EMP-010304,Engineering,Director,48,Male,Contract,6,5,0,1,137409,1,3,2,14,11,8,50,0
EMP-010305,Data Science,Junior,38,Male,Full-Time,17,15,3,7,47335,4,4,5,4,2,4,50,0
EMP-010306,Engineering,Mid,39,Male,Full-Time,6,2,0,0,58852,4,2,5,0,2,3,75,0
EMP-010307,HR,Mid,41,Male,Full-Time,1,0,0,1,83162,4,4,5,7,9,0,100,0
EMP-010308,Operations,VP,23,Male,Full-Time,10,8,2,0,218944,3,5,1,4,16,0,100,0
EMP-010309,Product,Senior,29,Male,Contract,2,1,0,9,100995,3,3,5,17,4,0,50,1
EMP-010310,Operations,Manager,27,Female,Contract,20,15,3,0,148045,5,3,4,3,19,0,50,0
EMP-010311,Engineering,Lead,37,Male,Full-Time,3,2,0,3,120508,2,5,2,9,3,1,25,1
EMP-010312,HR,Junior,41,Female,Full-Time,6,5,0,1,55072,3,1,2,2,9,3,0,1
EMP-010313,Operations,Manager,53,Female,Full-Time,11,4,2,1,136920,4,4,1,19,10,0,75,0
EMP-010314,Sales,Mid,22,Female,Full-Time,8,4,1,3,76473,3,4,5,24,34,2,75,0
EMP-010315,HR,Lead,37,Female,Contract,4,2,0,6,84959,4,2,1,5,1,0,100,1
EMP-010316,Engineering,Lead,28,Female,Full-Time,15,7,3,3,94196,4,5,3,2,21,4,0,0
EMP-010317,Engineering,VP,38,Male,Full-Time,2,0,0,2,219102,3,4,4,0,18,2,75,0
EMP-010318,Marketing,Mid,41,Male,Full-Time,12,5,2,1,82460,2,4,5,6,9,8,50,0
EMP-010319,Engineering,Manager,38,Male,Full-Time,6,4,1,0,144855,4,3,4,8,19,4,50,0
EMP-010320,Engineering,Senior,44,Female,Full-Time,4,3,0,3,103101,3,3,4,7,4,4,50,0
EMP-010321,HR,Director,40,Female,Full-Time,12,11,2,1,212432,3,3,2,8,7,4,100,0
EMP-010322,Marketing,Mid,31,Female,Full-Time,10,9,1,0,100270,4,2,4,1,22,1,0,0
EMP-010323,Sales,Lead,25,Female,Full-Time,9,5,1,3,114992,2,3,4,2,1,3,50,0
EMP-010324,Sales,Junior,32,Male,Full-Time,12,9,3,9,74507,3,2,3,13,15,2,100,0
EMP-010325,HR,Director,41,Male,Full-Time,4,2,1,1,174913,3,2,5,0,7,4,25,0
EMP-010326,Engineering,VP,48,Male,Full-Time,8,3,1,9,304861,2,2,2,9,10,4,50,1
EMP-010327,Sales,Mid,52,Non-Binary,Full-Time,6,5,0,0,67608,5,3,4,14,12,7,50,0
EMP-010328,Engineering,Director,52,Male,Full-Time,5,2,1,10,147424,3,3,5,3,7,3,75,0
EMP-010329,Customer Support,Junior,38,Female,Full-Time,12,6,2,0,44847,4,1,4,0,1,3,100,0
EMP-010330,Data Science,Manager,34,Male,Full-Time,16,12,4,4,140480,3,3,4,9,12,2,0,0
EMP-010331,Sales,Senior,54,Female,Full-Time,4,3,0,3,95773,4,2,3,1,20,0,25,0
EMP-010332,Marketing,VP,41,Female,Full-Time,11,8,1,4,235171,3,3,3,1,21,3,50,1
EMP-010333,Marketing,Mid,50,Female,Part-Time,1,0,0,5,71373,3,4,4,4,35,1,50,1
EMP-010334,Finance,Junior,38,Female,Full-Time,11,8,2,0,47502,3,4,3,12,10,1,25,0
EMP-010335,Marketing,Senior,41,Male,Full-Time,5,3,1,10,98816,5,4,4,6,12,4,25,1
EMP-010336,Engineering,Lead,22,Female,Full-Time,7,3,1,7,106433,2,4,1,4,12,4,100,0
EMP-010337,Sales,Senior,38,Male,Full-Time,10,5,2,1,133784,4,1,2,7,25,4,50,0
EMP-010338,Customer Support,Mid,41,Male,Contract,6,5,1,9,84067,5,2,4,20,1,2,25,1
EMP-010339,HR,Junior,37,Male,Full-Time,3,1,0,4,62879,4,4,3,4,9,1,50,0
EMP-010340,Engineering,Senior,41,Male,Part-Time,5,4,0,2,97871,4,4,3,0,14,4,50,0
EMP-010341,Sales,Director,28,Male,Full-Time,4,2,0,0,148588,4,3,4,2,1,2,0,0
EMP-010342,Marketing,Mid,22,Male,Full-Time,6,2,1,0,89938,5,5,3,19,29,1,75,0
EMP-010343,HR,Lead,45,Male,Full-Time,9,3,0,5,108702,4,4,5,6,41,0,50,0
EMP-010344,Customer Support,Lead,24,Male,Full-Time,9,8,1,0,121729,4,3,4,1,5,0,100,0
EMP-010345,HR,Senior,54,Female,Full-Time,4,2,0,0,114111,3,2,5,2,3,0,25,0
EMP-010346,Legal,Mid,38,Female,Full-Time,2,0,0,11,76698,5,4,4,4,16,2,50,0
EMP-010347,Customer Support,Senior,56,Male,Contract,4,2,0,0,80551,4,4,4,33,19,3,75,1
EMP-010348,Marketing,Senior,26,Male,Contract,10,9,0,1,74786,4,4,5,4,2,1,75,0
EMP-010349,Operations,Manager,34,Male,Full-Time,7,5,1,0,132140,4,4,5,1,7,1,0,0
EMP-010350,Engineering,Mid,33,Male,Full-Time,3,0,0,1,75216,4,3,2,8,47,2,75,0
EMP-010351,Sales,Junior,50,Female,Full-Time,4,2,0,2,58330,5,2,5,5,27,2,25,0
EMP-010352,Engineering,Mid,31,Female,Full-Time,9,3,2,0,87463,3,1,3,11,11,6,50,0
EMP-010353,Operations,Mid,36,Male,Full-Time,13,6,1,5,54300,3,2,5,29,17,3,100,1
EMP-010354,Product,Senior,30,Female,Full-Time,12,3,0,3,110175,3,3,2,10,2,1,50,1
EMP-010355,Marketing,Senior,43,Female,Full-Time,7,2,0,0,94838,4,3,4,11,12,7,0,0
EMP-010356,Sales,Junior,24,Male,Full-Time,15,6,2,0,60086,3,3,2,13,20,1,50,1
EMP-010357,Sales,VP,46,Female,Part-Time,10,8,1,3,222175,2,4,3,0,4,1,50,0
EMP-010358,Engineering,Junior,34,Female,Full-Time,7,4,1,0,49567,4,3,4,2,21,0,25,0
EMP-010359,Sales,Lead,41,Female,Full-Time,7,2,0,2,123202,4,3,3,9,13,3,25,0
EMP-010360,Engineering,Junior,27,Male,Full-Time,4,2,0,2,45258,4,4,4,5,4,2,75,0
EMP-010361,Finance,Junior,30,Male,Part-Time,7,2,1,3,69020,3,1,4,13,9,1,50,0
EMP-010362,Operations,Lead,32,Male,Full-Time,3,1,0,3,114468,4,4,3,1,10,3,100,0
EMP-010363,Sales,Senior,42,Male,Full-Time,10,8,2,2,92826,5,4,3,2,1,3,50,0
EMP-010364,Marketing,Mid,23,Male,Full-Time,1,0,0,0,93037,5,1,2,27,19,3,0,0
EMP-010365,Sales,Lead,29,Male,Full-Time,7,3,1,0,122137,3,4,5,12,10,2,100,0
EMP-010366,Sales,Manager,59,Female,Full-Time,16,9,4,2,115420,1,4,4,5,3,3,50,0
EMP-010367,Sales,Mid,40,Male,Full-Time,5,3,0,0,87903,3,5,4,7,1,2,50,0
EMP-010368,Finance,Mid,39,Female,Full-Time,7,5,0,4,74745,5,4,5,0,19,2,25,0
EMP-010369,Finance,Lead,42,Female,Full-Time,6,3,1,0,116752,5,3,4,29,3,1,50,0
EMP-010370,Operations,Senior,22,Male,Full-Time,16,12,1,1,85637,3,5,3,4,38,1,50,0
EMP-010371,Engineering,Mid,33,Male,Full-Time,14,8,1,8,77891,4,3,4,1,22,2,100,1
EMP-010372,Product,Senior,39,Male,Full-Time,2,1,0,8,99837,4,4,4,6,21,2,75,1
EMP-010373,Finance,Junior,28,Male,Full-Time,10,7,2,9,60168,3,5,2,32,26,1,25,0
EMP-010374,Customer Support,Junior,34,Female,Full-Time,16,10,3,11,49776,3,5,3,1,4,2,25,1
EMP-010375,Engineering,Mid,44,Female,Contract,13,7,1,2,87456,4,2,4,0,32,1,75,0
EMP-010376,Marketing,Mid,38,Male,Full-Time,10,9,2,0,71427,4,5,5,3,1,5,50,0
EMP-010377,Operations,Junior,22,Male,Full-Time,8,4,1,8,70434,3,2,3,2,12,2,100,1
EMP-010378,Engineering,VP,30,Female,Full-Time,8,5,1,0,215807,4,4,2,8,19,5,25,0
EMP-010379,Engineering,Senior,33,Male,Full-Time,3,0,0,1,95539,3,3,2,11,1,3,0,0
EMP-010380,Finance,VP,29,Female,Full-Time,22,15,2,3,232170,3,4,3,6,1,2,50,0
EMP-010381,Finance,Mid,43,Female,Part-Time,5,1,0,0,98435,5,4,2,0,2,3,50,0
EMP-010382,Marketing,Mid,46,Male,Full-Time,3,2,0,5,102073,4,2,4,0,1,4,75,0
EMP-010383,Engineering,Senior,28,Male,Full-Time,7,6,1,0,106807,5,4,3,15,19,3,0,0
EMP-010384,Engineering,Junior,31,Female,Full-Time,2,0,0,0,52638,5,3,1,32,4,0,25,0
EMP-010385,Engineering,Director,39,Male,Part-Time,2,1,0,6,137425,4,3,3,2,52,3,75,0
EMP-010386,HR,Mid,41,Male,Part-Time,3,0,0,0,76621,2,3,3,3,10,6,25,0
EMP-010387,Marketing,Junior,42,Female,Full-Time,14,12,1,1,63608,3,3,2,2,8,2,75,0
EMP-010388,Customer Support,Junior,32,Female,Full-Time,3,1,0,0,58344,4,4,3,7,36,1,50,0
EMP-010389,Sales,Senior,34,Non-Binary,Full-Time,4,3,1,0,80239,3,4,4,1,1,4,25,0
EMP-010390,Engineering,Mid,30,Female,Full-Time,5,3,1,1,70265,2,5,4,3,12,2,25,0
EMP-010391,Finance,Senior,35,Male,Full-Time,14,11,2,1,122499,4,3,3,11,3,4,50,0
EMP-010392,Marketing,Mid,27,Male,Full-Time,6,2,0,2,76881,4,4,3,17,11,0,25,0
EMP-010393,Engineering,Junior,36,Female,Full-Time,4,2,0,2,65168,1,2,1,0,10,0,25,0
EMP-010394,Data Science,Lead,37,Non-Binary,Part-Time,0,0,0,4,121129,1,5,2,11,18,3,75,0
EMP-010395,Engineering,Mid,41,Non-Binary,Full-Time,5,2,0,3,69884,3,3,2,0,5,2,75,0
EMP-010396,Marketing,Junior,40,Female,Part-Time,11,9,2,1,45363,5,3,3,1,32,2,75,0
EMP-010397,Finance,Mid,45,Male,Full-Time,3,1,0,0,78379,5,4,1,10,24,3,0,0
EMP-010398,Sales,Director,31,Male,Full-Time,7,5,0,4,205058,1,2,4,0,2,2,100,0
EMP-010399,Marketing,Mid,42,Female,Full-Time,7,4,1,2,81645,3,4,3,0,57,4,25,0
EMP-010400,Legal,Senior,30,Female,Full-Time,6,4,1,2,112983,5,2,3,2,30,2,0,1
EMP-010401,Marketing,Lead,22,Male,Full-Time,10,3,1,0,100208,3,3,4,1,7,0,50,0
EMP-010402,Marketing,Lead,25,Male,Full-Time,8,3,0,5,117279,3,4,3,4,71,5,100,0
EMP-010403,Finance,Senior,38,Male,Part-Time,4,3,0,0,127627,4,4,3,21,80,5,25,0
EMP-010404,HR,Junior,39,Female,Full-Time,7,4,1,2,53855,2,4,3,17,11,2,50,0
EMP-010405,Marketing,Director,37,Male,Full-Time,1,0,0,1,158343,4,5,3,13,5,5,0,0
EMP-010406,Product,Lead,32,Female,Full-Time,17,13,3,13,90649,4,4,3,0,44,5,25,1
EMP-010407,Engineering,VP,41,Male,Full-Time,9,8,2,1,254704,5,4,5,26,11,2,50,0
EMP-010408,Sales,Senior,60,Male,Full-Time,1,0,0,1,117207,4,5,4,12,14,2,75,0
EMP-010409,Data Science,Mid,25,Female,Full-Time,8,5,1,1,67418,4,3,4,4,7,2,25,0
EMP-010410,Sales,Director,48,Female,Contract,12,4,1,6,234110,4,5,1,7,44,3,0,1
EMP-010411,Customer Support,Mid,44,Female,Full-Time,4,1,0,3,88642,4,2,4,17,19,3,0,0
EMP-010412,Operations,Junior,42,Male,Full-Time,8,5,1,4,64118,3,3,4,12,22,2,75,0
EMP-010413,Customer Support,Junior,41,Male,Full-Time,11,8,2,6,63419,2,2,4,16,1,4,100,0
EMP-010414,Operations,Junior,27,Male,Full-Time,6,5,1,0,40000,4,4,2,14,17,5,25,0
EMP-010415,Marketing,Mid,25,Male,Part-Time,7,5,1,2,87301,4,5,5,7,8,4,50,0
EMP-010416,Data Science,Junior,34,Female,Full-Time,3,2,0,4,43835,1,3,2,15,21,3,0,1
EMP-010417,Engineering,Director,22,Male,Full-Time,2,1,0,4,189662,2,3,3,5,9,2,25,0
EMP-010418,Finance,Mid,43,Female,Full-Time,3,1,0,1,69642,4,2,5,7,35,4,75,0
EMP-010419,Sales,Junior,24,Female,Full-Time,9,3,2,1,40000,5,3,2,12,14,1,100,0
EMP-010420,Finance,Manager,47,Male,Full-Time,3,1,0,0,166016,4,2,4,14,1,3,75,0
EMP-010421,Product,Lead,27,Male,Full-Time,9,7,2,3,124792,4,3,3,0,51,2,75,0
EMP-010422,Data Science,Junior,35,Female,Full-Time,10,3,2,3,44373,3,4,5,2,65,1,100,0
EMP-010423,Sales,Mid,48,Male,Full-Time,3,2,0,3,96400,3,3,5,10,21,0,50,0
EMP-010424,Product,Mid,41,Female,Full-Time,11,6,1,1,82165,3,2,3,1,38,2,75,1
EMP-010425,Data Science,Lead,38,Male,Full-Time,4,2,1,8,85855,3,2,1,7,1,5,25,1
EMP-010426,Marketing,Senior,33,Female,Full-Time,4,3,1,6,110708,5,3,4,10,3,3,100,0
EMP-010427,Engineering,Junior,44,Female,Part-Time,3,1,0,1,48056,4,4,5,16,23,5,75,0
EMP-010428,Data Science,Lead,36,Female,Full-Time,1,0,0,0,122275,4,2,4,3,8,1,0,0
EMP-010429,Legal,Senior,48,Male,Part-Time,8,5,1,5,83411,4,4,4,9,30,0,25,0
EMP-010430,HR,Manager,29,Female,Full-Time,6,5,1,4,144807,4,3,2,3,7,4,25,1
EMP-010431,Engineering,Manager,22,Female,Full-Time,1,0,0,3,130037,5,3,2,2,11,1,0,0
EMP-010432,Sales,Manager,52,Female,Full-Time,17,5,4,3,134597,4,4,5,4,25,0,50,0
EMP-010433,Engineering,Junior,46,Male,Contract,9,6,1,3,60887,2,2,3,20,1,2,100,1
EMP-010434,Engineering,Director,25,Female,Full-Time,3,2,0,3,181318,3,4,3,2,16,1,50,1
EMP-010435,Operations,Junior,29,Female,Part-Time,11,6,3,9,55456,4,3,3,15,1,3,25,0
EMP-010436,Marketing,Junior,45,Male,Part-Time,3,1,0,1,58665,3,4,3,4,1,4,0,0
EMP-010437,Sales,Manager,22,Non-Binary,Full-Time,3,1,0,1,100886,3,2,3,0,5,2,75,0
EMP-010438,Marketing,Manager,35,Non-Binary,Full-Time,16,4,3,15,133029,3,4,3,10,4,3,25,0
EMP-010439,Engineering,Mid,51,Non-Binary,Full-Time,16,5,2,3,75143,4,3,3,0,13,3,100,0
EMP-010440,Marketing,Junior,37,Male,Full-Time,8,2,1,0,61958,3,5,4,8,9,2,50,0
EMP-010441,Product,Junior,34,Female,Contract,7,6,1,4,51120,3,3,5,8,3,4,50,0
EMP-010442,Customer Support,VP,49,Female,Full-Time,5,4,0,3,236275,4,4,3,0,13,1,75,0
EMP-010443,Engineering,Junior,36,Non-Binary,Full-Time,2,0,0,4,56455,3,2,3,10,13,4,75,0
EMP-010444,Marketing,Mid,28,Female,Full-Time,6,3,1,1,98105,5,1,5,8,3,1,100,0
EMP-010445,Customer Support,Senior,27,Female,Full-Time,8,3,2,2,109876,5,4,2,12,1,2,100,0
EMP-010446,Sales,Lead,30,Male,Full-Time,7,4,0,4,104611,3,5,1,7,43,0,25,0
EMP-010447,Customer Support,Lead,30,Male,Full-Time,2,1,0,3,136970,5,3,3,0,14,3,25,0
EMP-010448,HR,Mid,62,Female,Full-Time,14,4,1,3,73390,4,5,4,11,4,2,100,0
EMP-010449,Engineering,Mid,28,Male,Full-Time,2,1,0,5,80133,5,3,3,4,35,0,100,1
EMP-010450,Legal,Lead,22,Male,Full-Time,8,7,0,0,103107,3,5,2,2,48,1,100,0
EMP-010451,Legal,Mid,33,Female,Part-Time,15,4,4,3,82226,3,4,5,2,8,2,50,0
EMP-010452,Customer Support,Junior,38,Non-Binary,Full-Time,4,2,1,4,40779,1,5,5,1,54,3,50,0
EMP-010453,Finance,VP,39,Non-Binary,Full-Time,7,2,0,1,261687,5,5,3,0,7,5,75,0
EMP-010454,Operations,Lead,41,Male,Contract,7,5,0,0,135426,2,2,3,0,9,2,100,1
EMP-010455,Engineering,Senior,31,Male,Full-Time,7,2,0,1,85435,3,2,4,17,20,1,75,0
EMP-010456,Legal,Mid,33,Male,Full-Time,3,2,0,5,90837,3,3,4,5,10,2,100,1
EMP-010457,Product,Manager,34,Male,Full-Time,11,4,2,1,121760,4,1,2,4,6,2,25,0
EMP-010458,Sales,Mid,36,Female,Full-Time,3,2,0,11,64624,5,3,5,1,10,5,0,1
EMP-010459,Sales,Junior,31,Male,Full-Time,11,10,0,0,40000,4,3,5,4,10,3,50,0
EMP-010460,Sales,Mid,46,Female,Full-Time,6,5,1,1,74116,4,2,2,9,1,5,25,0
EMP-010461,Sales,Lead,29,Male,Part-Time,21,15,4,0,109345,4,4,4,2,8,1,25,0
EMP-010462,Engineering,Director,49,Male,Full-Time,4,2,0,1,182028,3,4,3,32,3,2,75,0
EMP-010463,Customer Support,Mid,37,Female,Full-Time,2,0,0,6,76660,4,4,5,13,11,4,0,0
EMP-010464,Sales,Junior,22,Female,Full-Time,6,3,1,0,60866,3,3,4,3,30,1,100,0
EMP-010465,Engineering,Mid,33,Male,Full-Time,3,1,0,3,83092,4,4,4,36,46,3,50,0
EMP-010466,Data Science,Lead,40,Female,Full-Time,3,1,0,2,104510,4,2,2,0,3,7,50,0
EMP-010467,Sales,Senior,26,Female,Full-Time,13,11,3,0,96885,3,5,4,17,1,3,50,0
EMP-010468,Customer Support,Lead,52,Female,Part-Time,7,6,1,1,116166,1,2,2,5,80,3,50,1
EMP-010469,Finance,VP,39,Male,Contract,11,9,1,0,203199,4,3,3,1,5,3,0,0
EMP-010470,Marketing,Senior,41,Female,Full-Time,3,1,0,1,65578,2,2,2,36,16,5,100,1
EMP-010471,Operations,Junior,46,Male,Full-Time,2,0,0,1,60723,4,5,3,0,5,2,75,0
EMP-010472,Legal,Manager,31,Male,Full-Time,8,2,1,0,151121,4,4,2,15,4,2,50,0
EMP-010473,Engineering,Junior,41,Female,Full-Time,5,3,0,6,59480,4,5,3,6,8,3,25,0
EMP-010474,Engineering,Mid,33,Female,Part-Time,4,2,0,0,88417,3,2,4,16,4,0,0,0
EMP-010475,Data Science,VP,39,Male,Full-Time,9,3,1,4,238511,4,2,2,5,13,2,25,0
EMP-010476,Sales,Mid,28,Female,Full-Time,2,1,0,1,89444,3,1,4,0,21,1,50,1
EMP-010477,Engineering,Senior,32,Male,Full-Time,5,1,1,5,98582,3,3,4,33,5,3,0,0
EMP-010478,Sales,VP,40,Male,Full-Time,6,2,1,2,270982,3,4,1,3,14,0,50,0
EMP-010479,Engineering,Senior,28,Female,Full-Time,2,1,0,12,96642,4,4,4,13,10,2,25,1
EMP-010480,Marketing,Director,31,Male,Full-Time,3,1,0,3,203325,4,2,3,15,7,2,50,0
EMP-010481,Legal,Mid,47,Female,Full-Time,11,6,2,1,76511,5,5,1,4,6,3,50,0
EMP-010482,Legal,Junior,48,Male,Full-Time,3,1,0,0,61571,4,2,3,5,11,2,50,0
EMP-010483,Sales,Mid,43,Male,Full-Time,8,3,1,3,63562,3,3,3,1,19,8,0,0
EMP-010484,Marketing,Manager,37,Female,Contract,5,3,0,0,169943,3,4,4,1,10,2,75,0
EMP-010485,Finance,Mid,25,Male,Full-Time,5,4,0,0,95700,4,4,4,1,1,4,25,0
EMP-010486,Sales,Manager,24,Non-Binary,Full-Time,4,2,0,3,130731,2,1,2,16,33,2,0,1
EMP-010487,Engineering,Mid,30,Male,Full-Time,7,2,1,0,50353,4,5,4,23,8,3,75,0
EMP-010488,Marketing,VP,26,Male,Full-Time,7,2,1,0,222374,4,2,4,2,2,2,100,0
EMP-010489,Marketing,Mid,28,Female,Full-Time,12,4,3,1,45088,4,5,4,0,14,3,0,0
EMP-010490,Legal,Junior,41,Female,Full-Time,12,5,0,2,53604,5,3,3,13,2,4,50,0
EMP-010491,Customer Support,Manager,25,Male,Full-Time,2,1,0,1,139683,5,4,2,1,14,0,50,0
EMP-010492,Operations,Senior,42,Male,Full-Time,5,2,1,1,98053,5,1,4,3,9,1,0,0
EMP-010493,Sales,Lead,33,Female,Full-Time,3,1,0,0,125256,4,4,4,2,1,4,0,0
EMP-010494,Marketing,Senior,47,Male,Contract,8,7,1,1,74399,4,5,2,10,4,1,75,0
EMP-010495,Engineering,Mid,61,Male,Full-Time,7,6,0,3,67909,4,5,4,5,6,6,50,0
EMP-010496,Sales,Senior,36,Non-Binary,Full-Time,1,0,0,1,95448,2,3,4,2,5,2,25,0
EMP-010497,Data Science,Lead,32,Male,Full-Time,8,4,1,2,138946,5,3,3,5,15,1,25,0
EMP-010498,Finance,Mid,42,Female,Full-Time,1,0,0,0,82695,3,1,5,2,4,0,50,0
EMP-010499,Customer Support,Lead,37,Male,Contract,6,3,1,6,142895,3,4,5,4,43,5,75,0
EMP-010500,Sales,Junior,32,Female,Full-Time,4,3,0,0,59986,3,3,4,5,13,3,75,0
EMP-010501,Marketing,Lead,51,Male,Full-Time,4,2,0,4,108513,3,4,3,0,28,1,50,0
EMP-010502,HR,Senior,39,Male,Contract,3,1,0,4,96884,4,3,4,3,13,3,50,0
EMP-010503,Engineering,Manager,35,Male,Full-Time,2,0,0,1,123075,4,4,4,4,3,3,75,0
EMP-010504,Legal,Mid,35,Female,Full-Time,9,8,1,1,74176,3,3,1,6,10,7,50,0
EMP-010505,Customer Support,Mid,38,Male,Part-Time,6,2,1,0,54488,3,2,3,1,48,2,50,1
EMP-010506,Data Science,Lead,33,Male,Full-Time,5,2,0,6,113913,4,5,2,2,3,4,75,0
EMP-010507,Marketing,Junior,38,Male,Part-Time,9,2,2,1,55226,1,4,3,5,12,2,25,0
EMP-010508,Engineering,Director,27,Female,Full-Time,6,3,0,2,195877,4,3,4,21,4,2,100,0
EMP-010509,Operations,Lead,22,Male,Full-Time,21,12,1,1,120196,1,4,2,14,10,3,50,0
EMP-010510,Engineering,Lead,44,Female,Part-Time,16,13,3,8,138121,3,4,2,42,4,4,50,0
EMP-010511,Sales,Director,40,Non-Binary,Full-Time,8,5,2,1,206799,3,4,5,1,5,1,50,0
EMP-010512,Sales,Senior,29,Male,Full-Time,4,2,0,5,110424,4,4,5,12,50,1,25,0
EMP-010513,HR,Director,22,Male,Contract,3,2,0,0,166166,2,5,3,4,7,0,100,0
EMP-010514,HR,Mid,34,Female,Full-Time,3,2,0,1,78434,5,4,4,14,2,3,0,0
